cgroup_id,resource_type,container_count,iteration,t_e2e_ms,with_puretime
200222,block_io,15,5,4503,true
200309,block_io,15,5,4938,true
200396,block_io,15,5,4116,true
200483,block_io,15,5,5104,true
200570,block_io,15,5,4110,true
200744,block_io,15,5,5355,true
200831,block_io,15,5,4857,true
200918,block_io,15,5,6132,true
201005,block_io,15,5,4251,true
201092,block_io,15,5,5489,true
201266,block_io,15,5,4350,true
201353,block_io,15,5,6689,true
201527,block_io,15,6,3997,false
201614,block_io,15,6,5342,false
201701,block_io,15,6,5502,false
201788,block_io,15,6,5719,false
201962,block_io,15,6,5015,false
202049,block_io,15,6,4798,false
202136,block_io,15,6,5478,false
202223,block_io,15,6,4674,false
202310,block_io,15,6,4279,false
