cgroup_id,resource_type,container_count,iteration,t_e2e_ms,with_puretime
467626,block_io,15,5,6454,false
467800,block_io,15,5,6791,false
467887,block_io,15,5,5974,false
468061,block_io,15,5,6604,false
468148,block_io,15,5,4003,false
468235,block_io,15,5,7499,false
468409,block_io,15,5,7308,false
468496,block_io,15,5,4383,false
468583,block_io,15,5,5868,false
468757,block_io,15,5,4513,true
468844,block_io,15,5,7610,true
469018,block_io,15,5,5937,true
469105,block_io,15,5,6938,true
469192,block_io,15,5,6721,true
469366,block_io,15,5,6224,true
469453,block_io,15,5,6844,true
469540,block_io,15,5,6014,true
469714,block_io,15,5,6896,true
469801,block_io,15,5,4929,true
469975,block_io,15,5,6262,true
470062,block_io,15,5,6123,true
470149,block_io,15,5,7054,true
470323,block_io,15,5,6442,true
470410,block_io,15,5,5888,true
470584,block_io,15,6,5134,false
470671,block_io,15,6,7017,false
470758,block_io,15,6,6292,false
470932,block_io,15,6,6034,false
471019,block_io,15,6,6758,false
471193,block_io,15,6,3936,false
